County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages
"Chenango County, NY",3,2,3,1,1,4,
"Clinton County, NY",3,2,3,1,1,4,
"Columbia County, NY",3,5,3,3,1,4,
"Cortland County, NY",3,2,3,1,1,4,
"Delaware County, NY",3,2,3,1,1,4,
"Dutchess County, NY",3,5,3,3,1,4,
"Erie County, NY",3,4,3,1,1,4,
"Essex County, NY",3,2,3,1,1,4,
"Franklin County, NY",3,2,3,1,1,4,
"Fulton County, NY",3,2,3,1,1,4,
"Genesee County, NY",3,4,3,1,1,4,
"Greene County, NY",3,4,3,4,1,4,
"Hamilton County, NY",3,2,1,1,1,2,
"Herkimer County, NY",3,2,3,1,1,4,
"Jefferson County, NY",3,2,3,1,1,4,
"Kings County, NY",3,5,1,3,1,5,
"Lewis County, NY",3,4,3,1,1,4,
"Livingston County, NY",3,4,3,1,1,4,
"Madison County, NY",3,2,3,1,1,4,
"Monroe County, NY",3,4,3,1,1,4,
"Montgomery County, NY",3,2,3,1,1,4,
"Nassau County, NY",3,4,1,4,1,4,
"New York County, NY",3,4,1,4,1,5,
"Niagara County, NY",3,2,3,1,1,4,
"Oneida County, NY",3,2,3,1,1,4,
"Onondaga County, NY",3,4,3,1,1,4,
"Ontario County, NY",3,4,3,1,1,4,
"Orange County, NY",3,4,3,3,2,4,
"Orleans County, NY",3,2,3,1,1,4,
"Oswego County, NY",3,4,3,1,1,4,
"Otsego County, NY",3,2,3,1,1,4,
"Putnam County, NY",3,4,1,3,1,4,
"Queens County, NY",4,5,1,3,1,5,
"Rensselaer County, NY",3,5,3,3,1,4,
"Richmond County, NY",4,5,1,4,1,5,
"Rockland County, NY",3,4,1,3,1,4,
"St. Lawrence County, NY",3,4,3,1,1,4,
"Saratoga County, NY",3,5,3,1,1,4,
"Schenectady County, NY",3,4,3,1,1,4,
"Schoharie County, NY",3,2,3,1,1,4,
"Schuyler County, NY",3,2,3,1,1,4,
"Seneca County, NY",3,4,3,1,1,4,
"Steuben County, NY",3,2,3,1,1,4,
"Suffolk County, NY",3,2,3,4,1,5,
"Sullivan County, NY",3,2,3,1,1,4,
"Tioga County, NY",3,4,3,1,1,4,
"Tompkins County, NY",3,2,3,1,1,4,
"Ulster County, NY",3,4,3,4,1,4,
"Warren County, NY",3,4,3,1,1,4,
"Washington County, NY",3,4,3,1,1,4,
"Wayne County, NY",3,5,3,1,1,4,
"Westchester County, NY",3,4,3,3,1,5,
"Wyoming County, NY",3,2,3,1,1,4,
"Yates County, NY",3,4,3,1,1,4,
"Alamance County, NC",6,2,4,1,1,5,
"Alexander County, NC",4,1,3,1,1,4,
"Alleghany County, NC",3,1,3,1,2,4,
"Anson County, NC",6,2,7,1,1,5,
"Ashe County, NC",3,1,3,1,2,4,
"Avery County, NC",3,1,3,1,2,4,
"Beaufort County, NC",4,7,7,6,2,8,
"Bertie County, NC",4,5,8,4,3,5,
"Bladen County, NC",6,5,8,1,3,5,
"Brunswick County, NC",4,7,4,4,2,8,
"Buncombe County, NC",3,1,3,1,2,4,
"Burke County, NC",4,1,3,1,1,4,
"Cabarrus County, NC",6,1,4,1,1,5,
"Caldwell County, NC",4,1,3,1,1,5,
"Camden County, NC",4,7,7,6,2,8,
"Carteret County, NC",4,7,3,6,1,9,
"Caswell County, NC",6,2,3,1,1,4,
"Catawba County, NC",4,1,3,1,1,5,
"Chatham County, NC",6,2,7,1,1,5,
"Cherokee County, NC",4,1,3,1,2,5,
"Chowan County, NC",4,7,8,4,2,6,
"Clay County, NC",3,1,3,1,2,4,
"Cleveland County, NC",4,1,3,1,1,5,
"Columbus County, NC",4,5,8,3,3,5,
"Craven County, NC",4,7,8,4,3,6,
"Cumberland County, NC",6,6,8,1,1,5,
"Currituck County, NC",4,7,7,6,2,8,
"Dare County, NC",3,6,3,6,1,8,
"Davidson County, NC",4,1,3,1,1,5,
"Davie County, NC",4,1,3,1,1,5,
"Duplin County, NC",4,6,8,1,1,5,
"Durham County, NC",6,2,6,1,1,5,
"Edgecombe County, NC",6,5,8,1,1,5,
"Forsyth County, NC",4,1,3,1,1,4,
"Franklin County, NC",6,1,4,1,1,5,
"Gaston County, NC",4,1,3,1,1,5,
"Gates County, NC",6,6,8,4,2,7,
"Graham County, NC",3,1,3,1,2,4,
"Granville County, NC",6,1,5,1,1,5,
"Greene County, NC",6,7,8,1,1,6,
"Guilford County, NC",4,1,3,1,1,5,
"Halifax County, NC",4,4,7,1,1,5,
"Harnett County, NC",6,2,8,1,1,5,
"Haywood County, NC",3,1,3,1,2,4,
"Henderson County, NC",3,1,3,1,2,5,
"Hertford County, NC",6,4,8,4,2,5,
"Hoke County, NC",6,2,8,1,1,5,
"Hyde County, NC",4,7,7,10,2,9,
"Iredell County, NC",4,1,3,1,1,5,
"Jackson County, NC",3,1,3,1,2,4,
"Johnston County, NC",4,2,8,1,1,5,
"Jones County, NC",4,7,8,3,2,8,
"Lee County, NC",6,2,7,1,1,5,
"Lenoir County, NC",6,7,8,1,1,5,
"Lincoln County, NC",4,1,3,1,1,5,
"McDowell County, NC",3,1,3,1,1,5,
"Macon County, NC",3,1,3,1,2,4,
"Madison County, NC",3,1,3,1,2,4,
"Martin County, NC",4,4,8,4,1,5,
"Mecklenburg County, NC",4,1,4,1,1,5,
"Mitchell County, NC",3,1,3,1,2,4,
"Montgomery County, NC",4,2,7,1,1,5,
"Moore County, NC",4,1,7,1,1,5,
"Nash County, NC",6,2,6,1,1,5,
"New Hanover County, NC",4,9,5,4,1,7,
"Northampton County, NC",4,4,7,1,2,5,
"Onslow County, NC",4,7,4,4,1,6,
"Orange County, NC",4,1,4,1,1,5,
"Pamlico County, NC",4,7,8,6,2,10,
"Pasquotank County, NC",4,7,7,4,2,7,
"Pender County, NC",4,6,8,6,3,8,
"Perquimans County, NC",4,7,7,4,2,8,
"Person County, NC",4,1,3,1,1,4,
"Pitt County, NC",6,6,8,3,1,5,
"Polk County, NC",3,1,7,1,1,5,
"Randolph County, NC",4,1,5,1,1,4,
"Richmond County, NC",4,1,8,1,1,5,
"Robeson County, NC",6,2,8,1,1,5,
"Rockingham County, NC",4,1,4,1,1,4,
"Rowan County, NC",4,1,3,1,1,5,
"Rutherford County, NC",3,1,3,1,1,5,
"Sampson County, NC",6,2,8,1,1,5,
"Scotland County, NC",6,2,8,1,1,5,
"Stanly County, NC",4,1,4,1,1,5,
"Stokes County, NC",4,1,3,1,1,4,
"Surry County, NC",4,1,3,1,1,4,
"Swain County, NC",3,1,3,1,2,4,
"Transylvania County, NC",6,4,3,1,2,5,
"Tyrrell County, NC",4,7,7,10,2,8,
"Union County, NC",6,2,6,1,1,5,
"Vance County, NC",6,4,3,1,1,5,
"Wake County, NC",4,1,5,1,1,5,
"Warren County, NC",4,2,4,1,1,5,
"Washington County, NC",4,7,6,4,2,5,
"Watauga County, NC",3,1,3,1,2,4,
"Wayne County, NC",6,7,8,1,1,5,
"Wilkes County, NC",4,2,3,1,2,4,
"Wilson County, NC",6,6,8,1,1,5,
"Yadkin County, NC",4,1,3,1,1,5,
"Yancey County, NC",1,1,3,1,2,4,
"Adams County, ND",4,1,3,1,3,4,
"Barnes County, ND",3,1,3,1,1,4,
"Benson County, ND",3,1,3,1,1,4,
"Billings County, ND",4,2,4,1,3,4,
"Bottineau County, ND",3,1,3,1,1,4,
"Bowman County, ND",4,1,4,1,3,5,
"Burke County, ND",3,1,3,1,1,4,
"Burleigh County, ND",4,1,3,1,1,4,
"Cass County, ND",4,1,3,1,1,4,
"Cavalier County, ND",3,1,3,1,1,4,
"Dickey County, ND",4,1,3,1,1,5,
"Divide County, ND",4,1,3,1,1,4,
"Dunn County, ND",4,1,4,1,3,4,
"Eddy County, ND",3,1,3,1,1,4,
"Emmons County, ND",4,2,3,1,1,4,
"Foster County, ND",3,1,3,1,1,4,
"Golden Valley County, ND",4,1,3,1,3,4,
"Grand Forks County, ND",3,1,3,1,1,4,
"Grant County, ND",4,1,3,1,3,4,
"Griggs County, ND",3,1,3,1,1,4,
"Hettinger County, ND",4,1,4,1,3,5,
"Kidder County, ND",4,1,3,1,1,4,
"LaMoure County, ND",4,1,3,1,1,5,
"Logan County, ND",4,1,3,1,1,4,
"McHenry County, ND",4,1,3,1,1,4,
"McIntosh County, ND",4,2,3,1,1,5,
"McKenzie County, ND",4,2,3,1,4,4,
"McLean County, ND",4,1,3,1,1,4,
"Mercer County, ND",4,1,3,1,1,4,
"Morton County, ND",4,1,3,1,1,4,
"Mountrail County, ND",3,1,3,1,1,4,
"Nelson County, ND",3,1,3,1,1,4,
"Oliver County, ND",4,1,3,1,1,4,
"Pembina County, ND",3,1,3,1,1,4,
"Pierce County, ND",4,1,3,1,1,4,
"Ramsey County, ND",3,1,3,1,1,4,
"Ransom County, ND",4,1,3,1,1,4,
"Renville County, ND",3,1,3,1,1,4,
"Richland County, ND",4,1,3,1,1,5,
"Rolette County, ND",3,1,3,1,1,4,
"Sargent County, ND",4,2,3,1,1,5,
"Sheridan County, ND",4,1,3,1,1,4,
"Sioux County, ND",4,2,3,1,3,4,
"Slope County, ND",4,1,4,1,3,5,
"Stark County, ND",4,1,3,1,3,4,
"Steele County, ND",3,1,3,1,1,4,
"Stutsman County, ND",4,1,3,1,1,4,
"Towner County, ND",3,1,3,1,1,4,
"Traill County, ND",3,1,3,1,1,4,
"Walsh County, ND",3,1,3,1,1,4,
"Ward County, ND",3,1,3,1,1,4,
"Wells County, ND",4,1,3,1,1,4,
"Williams County, ND",4,1,3,1,1,4,
"Adams County, OH",3,4,3,1,1,5,
"Allen County, OH",3,4,3,1,1,4,
"Ashland County, OH",3,2,3,1,1,4,
"Ashtabula County, OH",3,4,3,1,1,4,
"Athens County, OH",3,2,3,1,2,5,
"Auglaize County, OH",3,4,3,1,1,5,
"Belmont County, OH",3,4,3,1,2,4,
"Brown County, OH",4,4,3,1,1,5,
"Butler County, OH",4,4,3,1,1,5,
"Carroll County, OH",3,2,3,1,2,5,
"Champaign County, OH",4,4,3,1,1,5,
"Clark County, OH",4,2,3,1,1,5,
"Clermont County, OH",4,2,3,1,1,5,
"Clinton County, OH",3,4,3,1,1,5,
"Columbiana County, OH",3,4,3,1,1,4,
"Coshocton County, OH",3,4,3,1,2,5,
"Crawford County, OH",3,2,3,1,1,5,
"Cuyahoga County, OH",3,5,3,1,1,4,
"Darke County, OH",3,4,3,1,1,5,
"Defiance County, OH",4,5,3,1,1,4,
"Delaware County, OH",4,4,3,1,1,5,
"Erie County, OH",3,2,3,1,1,4,
"Fairfield County, OH",4,5,3,1,1,5,
"Fayette County, OH",3,4,3,1,1,5,
"Franklin County, OH",4,4,3,1,1,5,
"Fulton County, OH",3,4,3,1,1,4,
"Gallia County, OH",6,7,3,1,2,5,
"Geauga County, OH",3,4,3,1,1,4,
"Greene County, OH",3,4,3,1,1,5,
"Guernsey County, OH",4,5,3,1,2,5,
"Hamilton County, OH",4,5,3,1,1,5,
"Hancock County, OH",4,4,3,1,1,4,
"Hardin County, OH",4,4,3,1,1,5,
"Harrison County, OH",3,4,3,1,2,5,
"Henry County, OH",3,4,3,1,1,5,
"Highland County, OH",3,4,3,1,1,5,
"Hocking County, OH",3,4,3,1,1,5,
"Holmes County, OH",3,1,3,1,2,5,
"Huron County, OH",3,5,3,1,1,4,
"Jackson County, OH",4,4,3,1,2,5,
"Jefferson County, OH",3,4,3,1,2,4,
"Knox County, OH",3,2,3,1,1,5,
"Lake County, OH",3,4,3,1,1,4,
"Lawrence County, OH",3,4,3,1,2,5,
"Licking County, OH",3,4,3,1,1,5,
"Logan County, OH",3,4,3,1,1,5,
"Lorain County, OH",3,4,3,1,1,4,
"Lucas County, OH",4,5,3,1,1,4,
"Madison County, OH",4,4,3,1,1,5,
"Mahoning County, OH",3,4,3,1,1,4,
"Marion County, OH",4,4,3,1,1,5,
"Medina County, OH",3,4,3,1,1,4,
"Meigs County, OH",6,7,3,1,2,5,
"Mercer County, OH",3,4,3,1,1,5,
"Miami County, OH",3,2,3,1,1,5,
"Monroe County, OH",3,2,3,1,2,5,
"Montgomery County, OH",6,6,3,1,1,5,
"Morgan County, OH",3,4,3,1,2,5,
"Morrow County, OH",3,4,3,1,1,5,
"Muskingum County, OH",3,4,3,1,2,5,
"Noble County, OH",4,5,4,1,2,5,
"Ottawa County, OH",3,5,3,1,1,4,
"Paulding County, OH",4,4,3,1,1,5,
"Perry County, OH",3,4,3,1,1,5,
"Pickaway County, OH",4,4,3,1,1,5,
"Pike County, OH",4,4,3,1,2,5,
"Portage County, OH",3,2,3,1,1,4,
"Preble County, OH",4,2,3,1,1,5,
"Putnam County, OH",4,5,3,1,1,5,
"Richland County, OH",3,2,3,1,1,4,
"Ross County, OH",4,4,3,1,2,5,
"Sandusky County, OH",4,5,3,1,1,4,
"Scioto County, OH",4,5,3,1,2,5,
"Seneca County, OH",4,5,3,1,1,4,
"Shelby County, OH",4,4,3,1,1,5,
"Stark County, OH",3,4,3,1,1,4,
"Summit County, OH",3,4,3,1,1,4,
"Trumbull County, OH",3,4,3,1,1,4,
"Tuscarawas County, OH",3,4,3,1,2,5,
"Union County, OH",4,4,3,1,1,5,
"Van Wert County, OH",4,5,3,1,1,5,
"Vinton County, OH",4,4,3,1,2,5,
"Warren County, OH",6,5,3,1,1,5,
"Washington County, OH",4,4,3,1,2,5,
"Wayne County, OH",3,4,3,1,1,4,
"Williams County, OH",4,4,3,1,1,4,
"Wood County, OH",4,5,3,1,1,4,
"Wyandot County, OH",4,4,3,1,1,5,
"Adair County, OK",6,2,1,1,2,4,
"Alfalfa County, OK",9,4,9,1,1,4,
"Atoka County, OK",7,4,9,1,2,4,
"Beaver County, OK",7,2,8,1,3,4,
"Beckham County, OK",7,2,9,1,2,4,
"Blaine County, OK",7,2,9,1,1,4,
"Bryan County, OK",7,4,9,1,1,4,
"Caddo County, OK",7,2,9,1,1,4,
"Canadian County, OK",7,4,9,1,1,4,
"Carter County, OK",7,2,9,1,1,4,
"Cherokee County, OK",7,4,1,1,2,4,
"Choctaw County, OK",9,4,9,1,1,4,
"Cimarron County, OK",7,1,5,1,3,4,
"Cleveland County, OK",7,4,9,1,2,4,
"Coal County, OK",7,2,9,1,2,4,
"Comanche County, OK",7,4,10,1,1,4,
"Cotton County, OK",9,4,1,1,1,4,
"Craig County, OK",6,4,8,1,2,4,
"Creek County, OK",6,2,9,1,2,4,
"Custer County, OK",7,2,9,1,1,4,
"Delaware County, OK",6,2,8,1,2,4,
"Dewey County, OK",7,2,9,1,2,4,
"Ellis County, OK",7,2,9,1,3,4,
"Garfield County, OK",7,4,9,1,1,4,
"Garvin County, OK",7,4,10,1,1,4,
"Grady County, OK",9,4,10,1,1,4,
"Grant County, OK",7,2,9,1,1,4,
"Greer County, OK",9,4,1,1,2,4,
"Harmon County, OK",9,2,10,1,2,4,
"Harper County, OK",7,2,9,1,2,4,
"Haskell County, OK",7,4,8,1,2,4,
"Hughes County, OK",7,4,9,1,2,4,
"Jackson County, OK",9,4,1,1,2,4,
"Jefferson County, OK",9,4,10,1,1,4,
"Johnston County, OK",9,4,1,1,2,4,
"Kay County, OK",7,2,8,1,1,4,
"Kingfisher County, OK",7,4,9,1,1,4,
"Kiowa County, OK",9,4,10,1,1,4,
"Latimer County, OK",7,2,1,1,2,4,
"Le Flore County, OK",7,4,9,1,3,4,
"Lincoln County, OK",7,2,9,1,1,4,
"Logan County, OK",7,4,9,1,1,4,
"Love County, OK",7,2,10,1,1,4,
"McClain County, OK",7,2,10,1,1,4,
"McCurtain County, OK",7,2,9,1,1,4,
"McIntosh County, OK",7,4,9,1,2,4,
"Major County, OK",7,4,9,1,1,4,
"Marshall County, OK",9,4,1,1,1,4,
"Mayes County, OK",6,4,8,1,2,4,
"Murray County, OK",7,4,10,1,1,4,
"Muskogee County, OK",7,4,9,1,1,4,
"Noble County, OK",7,4,9,1,1,4,
"Nowata County, OK",7,2,8,1,2,4,
"Okfuskee County, OK",7,4,9,1,2,4,
"Oklahoma County, OK",7,4,9,1,1,4,
"Okmulgee County, OK",7,4,9,1,3,4,
"Osage County, OK",7,4,8,1,3,4,
"Ottawa County, OK",6,4,8,1,2,4,
"Pawnee County, OK",7,4,9,1,2,4,
"Payne County, OK",7,2,9,1,1,4,
"Pittsburg County, OK",7,4,9,1,3,4,
"Pontotoc County, OK",7,2,9,1,2,4,
"Pottawatomie County, OK",9,4,9,1,2,4,
"Pushmataha County, OK",7,2,1,1,3,4,
"Roger Mills County, OK",7,2,9,1,2,4,
"Rogers County, OK",7,2,8,1,3,4,
"Seminole County, OK",9,4,9,1,2,4,
"Sequoyah County, OK",6,2,8,1,2,4,
"Stephens County, OK",7,2,10,1,1,4,
"Texas County, OK",7,2,8,1,3,4,
"Tillman County, OK",7,4,10,1,2,4,
"Tulsa County, OK",7,4,9,1,2,4,
"Wagoner County, OK",7,4,8,1,2,4,
"Washington County, OK",7,2,8,1,2,4,
"Washita County, OK",9,4,10,1,1,4,
"Woods County, OK",9,4,1,1,1,4,
"Woodward County, OK",7,4,9,1,3,4,
"Baker County, OR",4,1,4,1,9,4,
"Benton County, OR",3,2,1,1,1,4,
"Clackamas County, OR",3,1,3,1,5,5,
"Clatsop County, OR",3,1,1,4,1,4,
"Columbia County, OR",3,1,1,3,1,4,
"Coos County, OR",3,2,1,3,1,4,
"Crook County, OR",4,1,1,1,7,4,
"Curry County, OR",1,1,1,3,1,4,
"Deschutes County, OR",3,1,3,1,6,4,
"Douglas County, OR",4,2,1,3,7,4,
"Gilliam County, OR",4,1,4,1,8,4,
"Grant County, OR",6,1,4,1,9,4,
"Harney County, OR",4,1,1,1,10,4,
"Hood River County, OR",4,1,1,1,4,4,
"Jackson County, OR",4,1,4,1,8,5,
"Jefferson County, OR",4,1,1,1,6,4,
"Josephine County, OR",7,1,3,1,7,5,
"Klamath County, OR",4,1,1,1,8,4,
"Lake County, OR",6,1,1,1,9,4,
"Lane County, OR",3,1,3,3,6,5,
"Lincoln County, OR",3,1,1,4,1,4,
"Linn County, OR",3,1,3,1,1,5,
"Malheur County, OR",6,1,5,1,10,4,
"Marion County, OR",3,1,3,1,1,5,
"Morrow County, OR",4,1,5,1,9,5,
"Multnomah County, OR",3,4,3,3,1,5,
"Polk County, OR",3,1,3,1,1,4,
"Sherman County, OR",4,1,1,1,6,5,
"Tillamook County, OR",3,1,1,4,1,4,
"Umatilla County, OR",6,1,5,1,7,5,
"Union County, OR",4,1,4,1,7,4,
"Wallowa County, OR",4,1,3,1,9,4,
"Wasco County, OR",6,1,1,1,7,4,
"Washington County, OR",3,2,3,1,1,4,
"Wheeler County, OR",4,1,1,1,7,4,
"Yamhill County, OR",4,2,3,1,1,4,
"Adams County, PA",4,2,3,1,1,4,
"Allegheny County, PA",3,4,3,1,2,4,
"Armstrong County, PA",3,4,3,1,2,4,
"Beaver County, PA",3,4,3,1,2,4,
"Bedford County, PA",3,1,3,1,2,4,
"Berks County, PA",4,4,3,1,2,5,
"Blair County, PA",3,2,3,1,2,4,
"Bradford County, PA",3,4,3,1,1,4,
"Bucks County, PA",3,5,3,3,1,5,
"Butler County, PA",3,4,3,1,2,4,
"Cambria County, PA",3,2,3,1,2,4,
"Cameron County, PA",3,4,3,1,1,4,
"Carbon County, PA",3,4,3,1,1,4,
"Centre County, PA",3,4,3,1,2,4,
"Chester County, PA",3,4,3,1,1,5,
"Clarion County, PA",3,2,3,1,2,4,
"Clearfield County, PA",3,2,3,1,2,4,
"Clinton County, PA",3,4,3,1,2,4,
"Columbia County, PA",3,1,3,1,2,4,
"Crawford County, PA",3,4,3,1,1,4,
"Cumberland County, PA",4,4,3,1,2,4,
"Dauphin County, PA",3,1,3,1,2,4,
"Delaware County, PA",4,5,1,3,1,5,
"Elk County, PA",3,2,3,1,1,4,
"Erie County, PA",3,1,3,1,1,4,
"Fayette County, PA",3,4,3,1,2,4,
"Forest County, PA",3,4,3,1,1,4,
"Franklin County, PA",4,2,3,1,2,4,
"Fulton County, PA",3,1,3,1,2,4,
"Greene County, PA",3,4,3,1,2,5,
"Huntingdon County, PA",3,2,3,1,2,4,
"Indiana County, PA",3,2,3,1,2,4,
"Jefferson County, PA",3,4,3,1,2,4,
"Juniata County, PA",4,2,3,1,2,5,
"Lackawanna County, PA",3,4,3,1,2,4,
"Lancaster County, PA",4,1,4,1,1,5,
"Lawrence County, PA",3,4,3,1,2,4,
"Lebanon County, PA",3,1,3,1,2,5,
"Lehigh County, PA",3,4,3,1,1,4,
"Luzerne County, PA",3,4,3,1,2,4,
"Lycoming County, PA",3,4,3,1,1,4,
"McKean County, PA",3,2,3,1,1,4,
"Mercer County, PA",3,4,3,1,1,4,
"Mifflin County, PA",4,2,3,1,2,4,
"Monroe County, PA",3,4,3,1,1,4,
"Montgomery County, PA",4,5,4,1,1,5,
"Montour County, PA",3,1,3,1,2,4,
"Northampton County, PA",3,4,3,1,1,4,
"Northumberland County, PA",3,1,3,1,2,4,
"Perry County, PA",4,2,3,1,2,5,
"Philadelphia County, PA",4,4,1,3,1,5,
"Pike County, PA",3,2,3,1,1,4,
"Potter County, PA",3,4,3,1,1,4,
"Schuylkill County, PA",4,2,3,1,2,4,
"Snyder County, PA",3,1,3,1,2,4,
"Somerset County, PA",3,2,3,1,2,4,
"Sullivan County, PA",3,2,3,1,1,4,
"Susquehanna County, PA",3,2,3,1,1,4,
"Tioga County, PA",3,2,3,1,1,4,
"Union County, PA",3,1,3,1,2,4,
"Venango County, PA",3,4,3,1,1,4,
"Warren County, PA",3,4,3,1,1,4,
"Washington County, PA",3,4,3,1,2,4,
"Wayne County, PA",3,2,3,1,2,4,
"Westmoreland County, PA",3,4,3,1,2,4,
"Wyoming County, PA",3,4,3,1,1,4,
"York County, PA",4,1,3,1,1,4,
"Bristol County, RI",3,4,1,4,1,5,
"Kent County, RI",3,4,1,4,1,4,
"Newport County, RI",3,4,1,4,1,4,
"Providence County, RI",3,1,1,3,1,4,
"Washington County, RI",3,2,1,4,1,4,
"Abbeville County, SC",6,1,7,1,1,5,
"Aiken County, SC",6,2,8,1,1,5,
"Allendale County, SC",7,4,8,1,3,5,
"Anderson County, SC",6,2,4,1,1,5,
"Bamberg County, SC",7,2,8,1,1,6,
"Barnwell County, SC",7,2,8,1,1,5,
"Beaufort County, SC",6,9,8,7,3,9,
"Berkeley County, SC",6,4,8,4,3,6,
"Calhoun County, SC",6,1,8,1,1,5,
"Charleston County, SC",3,7,8,7,3,8,
"Cherokee County, SC",4,1,3,1,1,5,
"Chester County, SC",6,1,7,1,1,5,
"Chesterfield County, SC",6,1,8,1,1,5,
"Clarendon County, SC",6,4,8,1,3,5,
"Colleton County, SC",6,9,8,6,3,8,
"Darlington County, SC",6,4,8,1,1,5,
"Dillon County, SC",6,2,8,1,1,5,
"Dorchester County, SC",6,4,8,3,3,7,
"Edgefield County, SC",7,2,8,1,1,5,
"Fairfield County, SC",6,2,8,1,1,5,
"Florence County, SC",6,4,8,1,3,5,
"Georgetown County, SC",4,6,8,4,2,8,
"Greenville County, SC",6,1,5,1,2,5,
"Greenwood County, SC",6,1,8,1,1,5,
"Hampton County, SC",7,4,8,3,3,7,
"Horry County, SC",4,6,8,4,3,8,
"Jasper County, SC",6,9,8,4,3,8,
"Kershaw County, SC",6,2,8,1,1,5,
"Lancaster County, SC",6,1,8,1,1,5,
"Laurens County, SC",6,1,5,1,1,5,
"Lee County, SC",6,1,8,1,2,6,
"Lexington County, SC",7,2,8,1,1,5,
"McCormick County, SC",7,2,8,1,1,5,
"Marion County, SC",6,4,8,1,3,6,
"Marlboro County, SC",6,2,8,1,1,5,
"Newberry County, SC",4,1,8,1,1,5,
"Oconee County, SC",4,1,3,1,1,5,
"Orangeburg County, SC",6,2,8,1,3,5,
"Pickens County, SC",6,2,4,1,2,5,
"Richland County, SC",9,2,8,1,1,5,
"Saluda County, SC",7,2,8,1,1,5,
"Spartanburg County, SC",6,1,6,1,1,5,
"Sumter County, SC",6,1,8,1,3,5,
"Union County, SC",6,1,8,1,1,5,
"Williamsburg County, SC",4,2,8,3,3,7,
"York County, SC",6,1,6,1,1,5,
"Aurora County, SD",4,1,4,1,1,5,
"Beadle County, SD",4,2,4,1,1,5,
"Bennett County, SD",6,2,4,1,2,5,
"Bon Homme County, SD",4,2,5,1,1,5,
"Brookings County, SD",3,1,3,1,1,5,
"Brown County, SD",4,1,3,1,1,5,
"Brule County, SD",6,2,5,1,1,5,
"Buffalo County, SD",4,1,5,1,1,5,
"Butte County, SD",4,1,4,1,6,5,
"Campbell County, SD",4,2,3,1,1,5,
"Charles Mix County, SD",6,2,5,1,2,5,
"Clark County, SD",3,1,3,1,1,5,
"Clay County, SD",4,1,5,1,1,5,
"Codington County, SD",3,1,3,1,1,5,
"Corson County, SD",4,2,4,1,4,4,
"Custer County, SD",3,1,4,1,6,5,
"Davison County, SD",4,2,4,1,1,5,
"Day County, SD",3,1,3,1,1,5,
"Deuel County, SD",3,1,3,1,1,5,
"Dewey County, SD",4,2,4,1,4,5,
"Douglas County, SD",6,2,5,1,1,5,
"Edmunds County, SD",4,1,3,1,1,5,
"Fall River County, SD",6,1,4,1,3,5,
"Faulk County, SD",4,2,4,1,2,5,
"Grant County, SD",3,1,3,1,1,5,
"Gregory County, SD",4,2,5,1,2,5,
"Haakon County, SD",6,2,5,1,4,5,
"Hamlin County, SD",3,1,3,1,1,5,
"Hand County, SD",4,2,4,1,2,5,
"Hanson County, SD",4,2,4,1,1,5,
"Harding County, SD",4,1,4,1,6,5,
"Hughes County, SD",6,2,4,1,2,5,
"Hutchinson County, SD",4,1,4,1,1,5,
"Hyde County, SD",4,2,4,1,2,5,
"Jackson County, SD",6,2,5,1,3,5,
"Jerauld County, SD",4,2,4,1,1,5,
"Jones County, SD",6,2,5,1,3,5,
"Kingsbury County, SD",3,2,3,1,1,5,
"Lake County, SD",3,1,3,1,1,5,
"Lawrence County, SD",3,1,4,1,5,4,
"Lincoln County, SD",4,1,4,1,1,5,
"Lyman County, SD",6,2,6,1,2,5,
"McCook County, SD",4,1,4,1,1,5,
"McPherson County, SD",4,2,3,1,1,5,
"Marshall County, SD",4,2,3,1,1,5,
"Meade County, SD",6,2,4,1,6,5,
"Mellette County, SD",6,2,5,1,2,5,
"Miner County, SD",3,2,4,1,1,5,
"Minnehaha County, SD",4,1,3,1,1,5,
"Moody County, SD",3,1,3,1,1,5,
"Oglala Lakota County, SD",1,1,4,1,3,5,
"Pennington County, SD",6,1,4,1,6,5,
"Perkins County, SD",4,2,3,1,6,5,
"Potter County, SD",6,2,3,1,2,5,
"Roberts County, SD",4,2,3,1,1,5,
"Sanborn County, SD",4,2,5,1,1,5,
"Spink County, SD",4,1,4,1,1,5,
"Stanley County, SD",6,2,3,1,3,5,
"Sully County, SD",6,2,4,1,2,5,
"Todd County, SD",6,2,3,1,1,5,
"Tripp County, SD",6,2,5,1,1,5,
"Turner County, SD",4,1,4,1,1,5,
"Union County, SD",4,1,4,1,1,5,
"Walworth County, SD",4,2,3,1,1,5,
"Yankton County, SD",6,2,5,1,1,5,
"Ziebach County, SD",6,2,4,1,4,5,
"Anderson County, TN",4,2,5,1,2,5,
"Bedford County, TN",6,4,4,1,1,5,
"Benton County, TN",6,6,7,1,1,5,
"Bledsoe County, TN",4,2,3,1,2,5,
"Blount County, TN",4,1,3,1,2,5,
"Bradley County, TN",4,1,3,1,2,5,
"Campbell County, TN",4,1,4,1,2,5,
"Cannon County, TN",6,4,4,1,1,5,
"Carroll County, TN",6,6,8,1,1,5,
"Carter County, TN",3,2,3,1,2,5,
"Cheatham County, TN",6,5,7,1,1,5,
"Chester County, TN",6,7,8,1,1,5,
"Claiborne County, TN",4,2,3,1,2,5,
"Clay County, TN",4,4,4,1,1,5,
