Full County Number	Price Range-Q3 2022	Geography	growth Q42021	Price Range-Q3 2022	Latitude (generated)	Longitude (generated)	ABS-diff price Q2 2021	Price Q3 2022	Q1 2022	Q4 2021
19043	$150,000-$350,000	Clayton County,  Iowa	rose	$150,000-$350,000	42.8621	-91.3526	7.4%	$156,527	$154,497	$142,503
19041	$150,000-$350,000	Clay County,  Iowa	rose	$150,000-$350,000	43.0784	-95.1509	7.4%	$154,225	$152,266	$145,313
19037	$150,000-$350,000	Chickasaw County,  Iowa	rose	$150,000-$350,000	43.0488	-92.3177	7.4%	$152,959	$143,227	$139,459
19033	$150,000-$350,000	Cerro Gordo County,  Iowa	rose	$150,000-$350,000	43.0793	-93.2608	7.4%	$153,535	$153,088	$150,583
19031	$150,000-$350,000	Cedar County,  Iowa	rose	$150,000-$350,000	41.7722	-91.1322	7.4%	$192,782	$191,477	$182,666
19027	$150,000-$350,000	Carroll County,  Iowa	rose	$150,000-$350,000	42.0384	-94.8606	7.4%	$165,389	$162,832	$162,643
19019	$150,000-$350,000	Buchanan County,  Iowa	rose	$150,000-$350,000	42.4728	-91.845	7.4%	$169,072	$168,115	$166,859
19017	$150,000-$350,000	Bremer County,  Iowa	rose	$150,000-$350,000	42.7701	-92.3182	6.1%	$196,895	$190,190	$185,419
19015	$150,000-$350,000	Boone County,  Iowa	rose	$150,000-$350,000	42.037	-93.9317	7.4%	$174,251	$165,532	$155,383
19013	$150,000-$350,000	Black Hawk County,  Iowa	rose	$150,000-$350,000	42.4762	-92.318	6.1%	$185,893	$173,456	$177,698
19011	$150,000-$350,000	Benton County,  Iowa	rose	$150,000-$350,000	42.0802	-92.067	8.3%	$185,547	$183,630	$183,296
19005	$150,000-$350,000	Allamakee County,  Iowa	rose	$150,000-$350,000	43.2887	-91.3442	7.4%	$164,123	$156,610	$152,690
18183	$150,000-$350,000	Whitley County,  Indiana	rose	$150,000-$350,000	41.1483	-85.5122	11.4%	$187,976	$189,697	$183,310
18179	$150,000-$350,000	Wells County,  Indiana	rose	$150,000-$350,000	40.7426	-85.2027	11.4%	$160,893	$165,470	$163,455
18173	$150,000-$350,000	Warrick County,  Indiana	rose	$150,000-$350,000	38.062	-87.2847	10.2%	$206,508	$214,034	$206,326
18167	$150,000-$350,000	Vigo County,  Indiana	rose	$150,000-$350,000	39.435	-87.3855	8.3%	$151,941	$131,030	$139,216
18163	$150,000-$350,000	Vanderburgh County,  Indiana	rose	$150,000-$350,000	37.9993	-87.5741	10.2%	$176,763	$177,035	$167,440
18157	$150,000-$350,000	Tippecanoe County,  Indiana	dropped	$150,000-$350,000	40.3925	-86.8937	10.0%	$227,636	$217,223	$199,328
18151	$150,000-$350,000	Steuben County,  Indiana	rose	$150,000-$350,000	41.6431	-85.0003	10.0%	$187,558	$189,533	$185,395
18147	$150,000-$350,000	Spencer County,  Indiana	rose	$150,000-$350,000	37.9945	-87.0107	10.0%	$166,014	$163,615	$159,106
18145	$150,000-$350,000	Shelby County,  Indiana	rose	$150,000-$350,000	39.5242	-85.7912	10.3%	$169,040	$175,734	$168,649
18141	$150,000-$350,000	St. Joseph County,  Indiana	rose	$150,000-$350,000	41.5981	-86.2736	9.7%	$188,879	$193,194	$170,508
18137	$150,000-$350,000	Ripley County,  Indiana	rose	$150,000-$350,000	39.112	-85.2718	10.0%	$187,443	$192,113	$189,507
18133	$150,000-$350,000	Putnam County,  Indiana	rose	$150,000-$350,000	39.6666	-86.8498	10.3%	$182,252	$182,798	$163,078
18129	$150,000-$350,000	Posey County,  Indiana	rose	$150,000-$350,000	38.0025	-87.8613	10.2%	$188,273	$185,726	$176,886
18127	$150,000-$350,000	Porter County,  Indiana	rose	$150,000-$350,000	41.4674	-87.0746	7.0%	$289,972	$262,837	$237,112
18119	$150,000-$350,000	Owen County,  Indiana	rose	$150,000-$350,000	39.3203	-86.8697	12.2%	$157,397	$153,956	$141,625
18115	$150,000-$350,000	Ohio County,  Indiana	rose	$150,000-$350,000	38.9655	-84.9412	9.0%	$193,899	$180,663	$186,957
18113	$150,000-$350,000	Noble County,  Indiana	rose	$150,000-$350,000	41.402	-85.4233	10.0%	$165,899	$162,632	$156,739
18109	$150,000-$350,000	Morgan County,  Indiana	rose	$150,000-$350,000	39.4884	-86.4692	10.3%	$228,022	$203,471	$216,636
18107	$150,000-$350,000	Montgomery County,  Indiana	rose	$150,000-$350,000	40.0431	-86.894	10.0%	$157,604	$162,387	$156,614
18105	$150,000-$350,000	Monroe County,  Indiana	rose	$150,000-$350,000	39.1741	-86.5267	12.2%	$270,911	$264,041	$240,377
18099	$150,000-$350,000	Marshall County,  Indiana	rose	$150,000-$350,000	41.3315	-86.2622	10.0%	$173,042	$177,373	$172,811
18097	$150,000-$350,000	Marion County,  Indiana	rose	$150,000-$350,000	39.7798	-86.1394	10.3%	$220,000	$221,202	$196,631
18091	$150,000-$350,000	LaPorte County,  Indiana	rose	$150,000-$350,000	41.506	-86.7274	9.5%	$200,158	$198,668	$179,049
18089	$150,000-$350,000	Lake County,  Indiana	rose	$150,000-$350,000	41.438	-87.3727	7.0%	$226,812	$197,436	$186,917
18087	$150,000-$350,000	LaGrange County,  Indiana	rose	$150,000-$350,000	41.6374	-85.426	10.0%	$240,323	$239,035	$244,079
18085	$150,000-$350,000	Kosciusko County,  Indiana	rose	$150,000-$350,000	41.2387	-85.8534	10.0%	$207,604	$188,550	$213,304
18081	$150,000-$350,000	Johnson County,  Indiana	rose	$150,000-$350,000	39.4828	-86.1012	10.3%	$271,550	$276,920	$234,868
18077	$150,000-$350,000	Jefferson County,  Indiana	rose	$150,000-$350,000	38.7525	-85.4432	10.0%	$171,544	$170,739	$165,585
18073	$150,000-$350,000	Jasper County,  Indiana	rose	$150,000-$350,000	41.0105	-87.1034	7.0%	$185,758	$184,089	$183,020
18071	$150,000-$350,000	Jackson County,  Indiana	rose	$150,000-$350,000	38.8901	-86.0369	10.0%	$158,871	$160,913	$156,116
18067	$150,000-$350,000	Howard County,  Indiana	rose	$150,000-$350,000	40.4698	-86.1192	10.2%	$166,394	$147,020	$131,716
18063	$150,000-$350,000	Hendricks County,  Indiana	rose	$150,000-$350,000	39.7622	-86.5068	10.3%	$312,601	$275,131	$277,791
18061	$150,000-$350,000	Harrison County,  Indiana	rose	$150,000-$350,000	38.1907	-86.1341	9.2%	$190,853	$192,333	$185,260
18059	$150,000-$350,000	Hancock County,  Indiana	rose	$150,000-$350,000	39.8222	-85.775	10.3%	$278,745	$229,262	$257,152
18051	$150,000-$350,000	Gibson County,  Indiana	rose	$150,000-$350,000	38.3499	-87.5678	10.2%	$154,995	$152,495	$142,416
18047	$150,000-$350,000	Franklin County,  Indiana	rose	$150,000-$350,000	39.3971	-85.0571	9.0%	$200,297	$206,191	$198,085
18043	$150,000-$350,000	Floyd County,  Indiana	rose	$150,000-$350,000	38.2987	-85.8932	9.2%	$229,496	$215,968	$229,166
18039	$150,000-$350,000	Elkhart County,  Indiana	rose	$150,000-$350,000	41.5984	-85.8585	9.5%	$207,062	$221,939	$201,161
18037	$150,000-$350,000	Dubois County,  Indiana	rose	$150,000-$350,000	38.3651	-86.8769	10.0%	$194,470	$199,483	$194,989
18033	$150,000-$350,000	DeKalb County,  Indiana	rose	$150,000-$350,000	41.4015	-84.9986	10.0%	$155,761	$158,579	$154,870
18031	$150,000-$350,000	Decatur County,  Indiana	rose	$150,000-$350,000	39.2866	-85.4915	10.0%	$171,198	$171,354	$167,454
18029	$150,000-$350,000	Dearborn County,  Indiana	rose	$150,000-$350,000	39.1215	-84.9602	9.0%	$208,323	$215,193	$210,697
18027	$150,000-$350,000	Daviess County,  Indiana	rose	$150,000-$350,000	38.6977	-87.0972	10.0%	$179,724	$171,722	$161,972
18019	$150,000-$350,000	Clark County,  Indiana	rose	$150,000-$350,000	38.4373	-85.8012	9.2%	$212,146	$205,940	$200,261
18015	$150,000-$350,000	Carroll County,  Indiana	dropped	$150,000-$350,000	40.5879	-86.5729	10.0%	$157,096	$165,701	$163,764
18013	$150,000-$350,000	Brown County,  Indiana	rose	$150,000-$350,000	39.1969	-86.2264	10.3%	$242,059	$260,636	$242,719
18005	$150,000-$350,000	Bartholomew County,  Indiana	rose	$150,000-$350,000	39.1949	-85.8843	10.2%	$216,188	$197,565	$214,475
18003	$150,000-$350,000	Allen County,  Indiana	rose	$150,000-$350,000	41.0968	-85.0703	11.4%	$196,813	$180,625	$182,926
18001	$150,000-$350,000	Adams County,  Indiana	rose	$150,000-$350,000	40.7462	-84.9366	10.0%	$167,051	$174,547	$161,100
17203	$150,000-$350,000	Woodford County,  Illinois	rose	$150,000-$350,000	40.7626	-89.2427	5.1%	$187,989	$193,278	$190,118
17201	$150,000-$350,000	Winnebago County,  Illinois	rose	$150,000-$350,000	42.3251	-89.1691	9.2%	$162,590	$163,631	$157,079
17199	$150,000-$350,000	Williamson County,  Illinois	rose	$150,000-$350,000	37.7281	-88.9297	5.9%	$151,863	$129,955	$136,015
17197	$150,000-$350,000	Will County,  Illinois	rose	$150,000-$350,000	41.4662	-87.8889	7.0%	$307,116	$301,528	$288,340
17179	$150,000-$350,000	Tazewell County,  Illinois	rose	$150,000-$350,000	40.5355	-89.5459	5.1%	$167,113	$161,066	$161,381
17167	$150,000-$350,000	Sangamon County,  Illinois	rose	$150,000-$350,000	39.7498	-89.7053	6.8%	$175,166	$166,336	$164,603
17163	$150,000-$350,000	St. Clair County,  Illinois	rose	$150,000-$350,000	38.439	-89.9328	8.4%	$177,063	$176,341	$164,904
17155	$150,000-$350,000	Putnam County,  Illinois	rose	$150,000-$350,000	41.2193	-89.3147	5.9%	$155,682	$155,196	$145,665
17147	$150,000-$350,000	Piatt County,  Illinois	rose	$150,000-$350,000	40.0383	-88.6044	7.7%	$175,600	$166,912	$163,420
17141	$150,000-$350,000	Ogle County,  Illinois	rose	$150,000-$350,000	42.046	-89.3137	5.9%	$175,451	$173,156	$168,756
17133	$150,000-$350,000	Monroe County,  Illinois	rose	$150,000-$350,000	38.3052	-90.1415	8.4%	$254,247	$261,268	$248,709
17129	$150,000-$350,000	Menard County,  Illinois	rose	$150,000-$350,000	40.027	-89.787	6.8%	$175,053	$172,380	$166,073
17119	$150,000-$350,000	Madison County,  Illinois	rose	$150,000-$350,000	38.8281	-89.8552	8.4%	$169,760	$170,855	$168,435
17113	$150,000-$350,000	McLean County,  Illinois	dropped	$150,000-$350,000	40.5209	-88.8633	7.7%	$215,115	$199,110	$197,309
17111	$150,000-$350,000	McHenry County,  Illinois	rose	$150,000-$350,000	42.3249	-88.4523	7.0%	$290,649	$297,947	$270,576
17099	$150,000-$350,000	LaSalle County,  Illinois	rose	$150,000-$350,000	41.2787	-88.8759	5.9%	$159,950	$168,917	$143,942
17097	$150,000-$350,000	Lake County,  Illinois	rose	$150,000-$350,000	42.3243	-88.0155	7.0%	$336,440	$360,985	$314,469
17093	$150,000-$350,000	Kendall County,  Illinois	rose	$150,000-$350,000	41.5904	-88.4291	7.0%	$310,161	$277,040	$300,373
17091	$150,000-$350,000	Kankakee County,  Illinois	rose	$150,000-$350,000	41.1487	-87.8846	7.7%	$191,615	$192,722	$183,793
17089	$150,000-$350,000	Kane County,  Illinois	rose	$150,000-$350,000	41.9379	-88.4322	7.0%	$315,575	$290,203	$283,183
17085	$150,000-$350,000	Jo Daviess County,  Illinois	rose	$150,000-$350,000	42.3507	-90.1821	5.9%	$178,933	$179,949	$171,283
17083	$150,000-$350,000	Jersey County,  Illinois	rose	$150,000-$350,000	39.094	-90.3706	8.4%	$165,041	$176,231	$174,085
17063	$150,000-$350,000	Grundy County,  Illinois	rose	$150,000-$350,000	41.2873	-88.4183	7.0%	$239,444	$232,350	$228,403
17049	$150,000-$350,000	Effingham County,  Illinois	rose	$150,000-$350,000	39.0658	-88.5834	5.9%	$177,473	$174,653	$164,965
17037	$150,000-$350,000	DeKalb County,  Illinois	rose	$150,000-$350,000	41.8825	-88.7714	7.0%	$239,219	$248,539	$216,140
17031	$150,000-$350,000	Cook County,  Illinois	rose	$150,000-$350,000	41.8129	-87.7536	7.0%	$323,470	$325,314	$299,571
17027	$150,000-$350,000	Clinton County,  Illinois	rose	$150,000-$350,000	38.5805	-89.4237	8.4%	$171,782	$172,560	$172,084
17019	$150,000-$350,000	Champaign County,  Illinois	rose	$150,000-$350,000	40.1363	-88.2017	7.7%	$211,759	$195,535	$191,600
17013	$150,000-$350,000	Calhoun County,  Illinois	rose	$150,000-$350,000	39.1343	-90.6554	8.4%	$167,625	$156,097	$142,422
17007	$150,000-$350,000	Boone County,  Illinois	rose	$150,000-$350,000	42.3251	-88.823	9.2%	$185,817	$196,872	$190,482
17001	$150,000-$350,000	Adams County,  Illinois	rose	$150,000-$350,000	39.9788	-91.1866	5.9%	$151,077	$150,245	$141,300
16087	$150,000-$350,000	Washington County,  Idaho	rose	$150,000-$350,000	44.4975	-116.8616	18.5%	$206,680	$229,478	$217,673
16079	$150,000-$350,000	Shoshone County,  Idaho	rose	$150,000-$350,000	47.5044	-116.0148	18.5%	$171,087	$187,243	$186,974
16077	$150,000-$350,000	Power County,  Idaho	rose	$150,000-$350,000	42.7221	-112.8182	20.1%	$192,038	$214,160	$216,953
16075	$150,000-$350,000	Payette County,  Idaho	rose	$150,000-$350,000	43.9728	-116.8348	18.5%	$243,238	$258,479	$242,087
16073	$150,000-$350,000	Owyhee County,  Idaho	rose	$150,000-$350,000	42.8412	-116.2403	25.0%	$220,390	$230,239	$220,825
16071	$150,000-$350,000	Oneida County,  Idaho	rose	$150,000-$350,000	42.2508	-112.5436	18.5%	$232,621	$257,212	$244,279
16069	$150,000-$350,000	Nez Perce County,  Idaho	rose	$150,000-$350,000	46.2443	-116.8216	16.2%	$268,697	$273,646	$254,000
16067	$150,000-$350,000	Minidoka County,  Idaho	rose	$150,000-$350,000	42.857	-113.5635	18.5%	$205,715	$219,060	$218,697
16065	$150,000-$350,000	Madison County,  Idaho	rose	$150,000-$350,000	43.7859	-111.6916	18.5%	$314,424	$323,521	$320,297
16063	$150,000-$350,000	Lincoln County,  Idaho	rose	$150,000-$350,000	42.9844	-114.1546	18.5%	$189,065	$214,695	$212,849
16061	$150,000-$350,000	Lewis County,  Idaho	rose	$150,000-$350,000	46.2308	-116.3601	18.5%	$189,427	$211,176	$193,406
16059	$150,000-$350,000	Lemhi County,  Idaho	rose	$150,000-$350,000	44.9728	-114.0904	18.5%	$262,905	$270,446	$258,752
16057	$150,000-$350,000	Latah County,  Idaho	rose	$150,000-$350,000	46.8386	-116.6846	18.5%	$315,510	$345,202	$333,600
16053	$150,000-$350,000	Jerome County,  Idaho	rose	$150,000-$350,000	42.672	-114.2745	18.5%	$249,874	$251,018	$240,625
16051	$150,000-$350,000	Jefferson County,  Idaho	rose	$150,000-$350,000	43.8407	-112.3361	21.4%	$282,997	$325,474	$300,025
16049	$150,000-$350,000	Idaho County,  Idaho	rose	$150,000-$350,000	45.8945	-115.5619	18.5%	$256,993	$277,626	$253,197
16047	$150,000-$350,000	Gooding County,  Idaho	rose	$150,000-$350,000	42.9221	-114.8406	18.5%	$197,148	$220,327	$230,684
16045	$150,000-$350,000	Gem County,  Idaho	rose	$150,000-$350,000	44.1559	-116.286	25.0%	$253,615	$284,329	$252,051
16043	$150,000-$350,000	Fremont County,  Idaho	rose	$150,000-$350,000	44.3353	-111.4206	18.5%	$251,201	$237,080	$248,373
16041	$150,000-$350,000	Franklin County,  Idaho	rose	$150,000-$350,000	42.2148	-111.8462	17.5%	$278,549	$320,933	$301,007
16039	$150,000-$350,000	Elmore County,  Idaho	rose	$150,000-$350,000	43.4545	-115.5288	18.5%	$213,919	$231,449	$224,836
16037	$150,000-$350,000	Custer County,  Idaho	rose	$150,000-$350,000	44.228	-114.294	18.5%	$266,886	$305,079	$280,095
16035	$150,000-$350,000	Clearwater County,  Idaho	rose	$150,000-$350,000	46.5961	-115.6489	18.5%	$214,402	$236,095	$227,906
16031	$150,000-$350,000	Cassia County,  Idaho	rose	$150,000-$350,000	42.3415	-113.6441	18.5%	$221,882	$237,080	$236,970
16029	$150,000-$350,000	Caribou County,  Idaho	rose	$150,000-$350,000	42.7202	-111.5787	18.5%	$194,011	$212,724	$213,288
16025	$150,000-$350,000	Camas County,  Idaho	rose	$150,000-$350,000	43.5285	-114.836	18.5%	$208,972	$232,153	$267,962
16023	$150,000-$350,000	Butte County,  Idaho	rose	$150,000-$350,000	43.7614	-113.0807	18.5%	$195,821	$206,389	$188,436
16021	$150,000-$350,000	Boundary County,  Idaho	rose	$150,000-$350,000	48.7983	-116.4171	18.5%	$316,475	$330,842	$299,684
16015	$150,000-$350,000	Boise County,  Idaho	rose	$150,000-$350,000	43.9699	-115.7708	25.0%	$308,214	$336,130	$347,075
16011	$150,000-$350,000	Bingham County,  Idaho	rose	$150,000-$350,000	43.2471	-112.2977	18.5%	$229,966	$236,799	$234,046
16009	$150,000-$350,000	Benewah County,  Idaho	rose	$150,000-$350,000	47.2169	-116.6847	18.5%	$237,447	$249,891	$244,133
16007	$150,000-$350,000	Bear Lake County,  Idaho	rose	$150,000-$350,000	42.3017	-111.3162	18.5%	$193,287	$217,511	$218,989
16005	$150,000-$350,000	Bannock County,  Idaho	rose	$150,000-$350,000	42.6408	-112.163	20.1%	$303,661	$300,749	$247,926
16003	$150,000-$350,000	Adams County,  Idaho	rose	$150,000-$350,000	44.8572	-116.5409	18.5%	$295,361	$321,691	$315,034
13313	$150,000-$350,000	Whitfield County,  Georgia	rose	$150,000-$350,000	34.802	-84.9888	8.6%	$206,249	$220,585	$189,460
13311	$150,000-$350,000	White County,  Georgia	rose	$150,000-$350,000	34.6527	-83.7674	9.7%	$240,598	$237,872	$225,995
13297	$150,000-$350,000	Walton County,  Georgia	rose	$150,000-$350,000	33.7621	-83.7467	11.2%	$337,103	$292,853	$292,045
13295	$150,000-$350,000	Walker County,  Georgia	rose	$150,000-$350,000	34.7861	-85.3261	11.2%	$177,476	$197,962	$173,941
13291	$150,000-$350,000	Union County,  Georgia	rose	$150,000-$350,000	34.8145	-83.9604	9.7%	$261,041	$259,094	$251,889
13285	$150,000-$350,000	Troup County,  Georgia	rose	$150,000-$350,000	33.0462	-85.0417	9.7%	$198,019	$182,464	$189,333
13281	$150,000-$350,000	Towns County,  Georgia	rose	$150,000-$350,000	34.8916	-83.7245	9.7%	$293,944	$314,949	$295,473
13277	$150,000-$350,000	Tift County,  Georgia	rose	$150,000-$350,000	31.4588	-83.5179	9.7%	$158,947	$160,144	$151,390
13275	$150,000-$350,000	Thomas County,  Georgia	rose	$150,000-$350,000	30.8684	-83.9073	9.7%	$192,212	$195,688	$188,180
13257	$150,000-$350,000	Stephens County,  Georgia	rose	$150,000-$350,000	34.5742	-83.2794	9.7%	$153,867	$161,185	$134,982
13255	$150,000-$350,000	Spalding County,  Georgia	rose	$150,000-$350,000	33.2657	-84.27	11.2%	$213,638	$226,172	$153,204
13249	$150,000-$350,000	Schley County,  Georgia	rose	$150,000-$350,000	32.2933	-84.3163	9.7%	$160,157	$175,507	$160,619
13247	$150,000-$350,000	Rockdale County,  Georgia	rose	$150,000-$350,000	33.6557	-84.012	11.2%	$283,171	$232,993	$216,996
13245	$150,000-$350,000	Richmond County,  Georgia	rose	$150,000-$350,000	33.3856	-82.0915	11.1%	$158,553	$179,348	$155,931
13241	$150,000-$350,000	Rabun County,  Georgia	rose	$150,000-$350,000	34.8585	-83.4531	9.7%	$230,800	$241,518	$223,688
13237	$150,000-$350,000	Putnam County,  Georgia	rose	$150,000-$350,000	33.3256	-83.3438	9.7%	$210,115	$215,869	$205,613
13233	$150,000-$350,000	Polk County,  Georgia	rose	$150,000-$350,000	33.9981	-85.1824	9.7%	$160,157	$158,712	$141,904
13231	$150,000-$350,000	Pike County,  Georgia	rose	$150,000-$350,000	33.0887	-84.3827	11.2%	$248,404	$239,809	$223,854
13227	$150,000-$350,000	Pickens County,  Georgia	rose	$150,000-$350,000	34.4696	-84.4869	11.2%	$270,395	$259,210	$259,049
13225	$150,000-$350,000	Peach County,  Georgia	rose	$150,000-$350,000	32.5654	-83.8325	9.7%	$178,543	$182,408	$173,182
13223	$150,000-$350,000	Paulding County,  Georgia	rose	$150,000-$350,000	33.9259	-84.8869	11.2%	$318,552	$266,222	$270,954
13221	$150,000-$350,000	Oglethorpe County,  Georgia	rose	$150,000-$350,000	33.8688	-83.0903	11.7%	$178,506	$171,219	$154,176
13217	$150,000-$350,000	Newton County,  Georgia	rose	$150,000-$350,000	33.5555	-83.8413	11.2%	$242,139	$232,993	$208,714
13215	$150,000-$350,000	Muscogee County,  Georgia	rose	$150,000-$350,000	32.4916	-84.8638	7.4%	$192,738	$168,156	$171,006
13213	$150,000-$350,000	Murray County,  Georgia	rose	$150,000-$350,000	34.786	-84.7429	8.6%	$156,976	$155,771	$140,827
13211	$150,000-$350,000	Morgan County,  Georgia	rose	$150,000-$350,000	33.6264	-83.5086	9.7%	$290,677	$299,977	$293,550
13207	$150,000-$350,000	Monroe County,  Georgia	rose	$150,000-$350,000	33.0262	-83.8828	9.4%	$215,784	$211,522	$202,989
13195	$150,000-$350,000	Madison County,  Georgia	rose	$150,000-$350,000	34.1361	-83.2063	11.7%	$191,370	$184,073	$170,829
13191	$150,000-$350,000	McIntosh County,  Georgia	rose	$150,000-$350,000	31.4956	-81.4702	9.2%	$177,274	$189,402	$164,531
13187	$150,000-$350,000	Lumpkin County,  Georgia	rose	$150,000-$350,000	34.5765	-84.0269	9.7%	$261,888	$259,225	$238,173
13185	$150,000-$350,000	Lowndes County,  Georgia	rose	$150,000-$350,000	30.8282	-83.2435	7.9%	$197,654	$193,892	$163,553
13183	$150,000-$350,000	Long County,  Georgia	rose	$150,000-$350,000	31.7775	-81.797	14.3%	$164,687	$174,752	$168,178
13181	$150,000-$350,000	Lincoln County,  Georgia	rose	$150,000-$350,000	33.8109	-82.4499	9.7%	$174,068	$172,252	$163,696
13179	$150,000-$350,000	Liberty County,  Georgia	rose	$150,000-$350,000	31.8255	-81.5252	14.3%	$194,283	$180,003	$171,484
13177	$150,000-$350,000	Lee County,  Georgia	rose	$150,000-$350,000	31.7691	-84.1367	7.7%	$207,982	$206,592	$187,254
13171	$150,000-$350,000	Lamar County,  Georgia	rose	$150,000-$350,000	33.0706	-84.1453	11.2%	$192,630	$192,428	$188,399
13169	$150,000-$350,000	Jones County,  Georgia	rose	$150,000-$350,000	33.0137	-83.5574	9.4%	$172,217	$180,942	$150,935
13159	$150,000-$350,000	Jasper County,  Georgia	rose	$150,000-$350,000	33.3294	-83.6903	11.2%	$188,945	$191,372	$180,377
13153	$150,000-$350,000	Houston County,  Georgia	rose	$150,000-$350,000	32.4877	-83.6449	8.3%	$203,127	$199,936	$190,542
13151	$150,000-$350,000	Henry County,  Georgia	rose	$150,000-$350,000	33.4724	-84.1195	11.2%	$307,004	$297,740	$244,945
13147	$150,000-$350,000	Hart County,  Georgia	rose	$150,000-$350,000	34.3518	-82.9594	9.7%	$190,640	$194,125	$176,515
13145	$150,000-$350,000	Harris County,  Georgia	rose	$150,000-$350,000	32.7279	-84.8993	7.4%	$268,638	$272,775	$266,201
13143	$150,000-$350,000	Haralson County,  Georgia	rose	$150,000-$350,000	33.7836	-85.2066	11.2%	$188,699	$190,316	$160,709
13139	$150,000-$350,000	Hall County,  Georgia	rose	$150,000-$350,000	34.3063	-83.7851	9.2%	$347,595	$331,605	$298,287
13137	$150,000-$350,000	Habersham County,  Georgia	rose	$150,000-$350,000	34.6308	-83.5159	9.7%	$193,906	$202,068	$192,923
13133	$150,000-$350,000	Greene County,  Georgia	rose	$150,000-$350,000	33.5582	-83.1539	9.7%	$303,258	$314,168	$269,579
13131	$150,000-$350,000	Grady County,  Georgia	rose	$150,000-$350,000	30.8775	-84.2288	9.7%	$156,044	$158,451	$153,569
13129	$150,000-$350,000	Gordon County,  Georgia	rose	$150,000-$350,000	34.5244	-84.8721	9.7%	$188,221	$193,084	$174,335
13127	$150,000-$350,000	Glynn County,  Georgia	rose	$150,000-$350,000	31.2334	-81.5432	9.2%	$285,647	$235,311	$251,938
13123	$150,000-$350,000	Gilmer County,  Georgia	rose	$150,000-$350,000	34.7061	-84.4542	9.7%	$262,009	$267,948	$227,533
13119	$150,000-$350,000	Franklin County,  Georgia	rose	$150,000-$350,000	34.3836	-83.2429	9.7%	$158,100	$156,889	$139,340
13115	$150,000-$350,000	Floyd County,  Georgia	rose	$150,000-$350,000	34.335	-85.194	9.6%	$217,283	$218,451	$176,876
13111	$150,000-$350,000	Fannin County,  Georgia	rose	$150,000-$350,000	34.7944	-84.1995	9.7%	$263,219	$269,380	$253,556
13103	$150,000-$350,000	Effingham County,  Georgia	rose	$150,000-$350,000	32.346	-81.3226	8.8%	$282,942	$216,829	$206,405
13097	$150,000-$350,000	Douglas County,  Georgia	rose	$150,000-$350,000	33.69	-84.7665	11.2%	$298,405	$253,535	$235,499
13085	$150,000-$350,000	Dawson County,  Georgia	rose	$150,000-$350,000	34.4804	-84.2231	11.2%	$326,783	$319,261	$297,997
13083	$150,000-$350,000	Dade County,  Georgia	rose	$150,000-$350,000	34.8062	-85.5116	11.2%	$159,753	$169,938	$160,671
13079	$150,000-$350,000	Crawford County,  Georgia	rose	$150,000-$350,000	32.6937	-83.9622	9.4%	$176,320	$146,857	$113,596
13073	$150,000-$350,000	Columbia County,  Georgia	rose	$150,000-$350,000	33.5274	-82.2215	11.1%	$318,186	$298,950	$298,335
13063	$150,000-$350,000	Clayton County,  Georgia	rose	$150,000-$350,000	33.5008	-84.352	11.2%	$212,778	$192,528	$185,811
13059	$150,000-$350,000	Clarke County,  Georgia	rose	$150,000-$350,000	33.9437	-83.3976	11.7%	$291,098	$324,075	$253,577
13051	$150,000-$350,000	Chatham County,  Georgia	rose	$150,000-$350,000	32.0419	-81.1414	8.8%	$295,558	$259,201	$253,843
13047	$150,000-$350,000	Catoosa County,  Georgia	rose	$150,000-$350,000	34.8771	-85.1438	11.2%	$272,725	$197,962	$213,621
13045	$150,000-$350,000	Carroll County,  Georgia	rose	$150,000-$350,000	33.6142	-85.1175	11.2%	$259,952	$249,386	$200,174
13039	$150,000-$350,000	Camden County,  Georgia	rose	$150,000-$350,000	30.9392	-81.677	9.7%	$220,760	$223,160	$212,407
13035	$150,000-$350,000	Butts County,  Georgia	rose	$150,000-$350,000	33.3124	-83.948	11.2%	$207,127	$206,814	$171,578
13031	$150,000-$350,000	Bulloch County,  Georgia	rose	$150,000-$350,000	32.4037	-81.7281	9.7%	$206,970	$238,242	$183,693
13029	$150,000-$350,000	Bryan County,  Georgia	rose	$150,000-$350,000	31.9846	-81.4508	8.8%	$304,553	$289,021	$282,482
13021	$150,000-$350,000	Bibb County,  Georgia	rose	$150,000-$350,000	32.8066	-83.6856	9.4%	$188,026	$154,018	$155,678
13015	$150,000-$350,000	Bartow County,  Georgia	rose	$150,000-$350,000	34.2431	-84.8388	11.2%	$274,080	$275,697	$238,346
13013	$150,000-$350,000	Barrow County,  Georgia	rose	$150,000-$350,000	34.0119	-83.7101	11.2%	$286,857	$275,501	$238,346
13011	$150,000-$350,000	Banks County,  Georgia	rose	$150,000-$350,000	34.3445	-83.5214	9.7%	$213,260	$214,176	$193,692
13009	$150,000-$350,000	Baldwin County,  Georgia	rose	$150,000-$350,000	33.0582	-83.2522	9.7%	$157,375	$167,695	$154,210
12133	$150,000-$350,000	Washington County,  Florida	rose	$150,000-$350,000	30.6112	-85.672	10.4%	$154,112	$160,504	$145,413
12129	$150,000-$350,000	Wakulla County,  Florida	rose	$150,000-$350,000	30.1363	-84.3717	9.3%	$211,590	$213,695	$178,012
12127	$150,000-$350,000	Volusia County,  Florida	rose	$150,000-$350,000	29.0205	-81.1398	12.6%	$312,987	$314,544	$278,486
